Gene stable ID	Chromosome/scaffold name	Gene end (bp)	Gene start (bp)	Gene name	Strand
ENSG00000275486	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54830746	54816441	KIR3DL1	1
ENSG00000176716	11	7729684	7726436	OR10AB1P	1
ENSG00000267132	17	42648738	42648178	HMGB3P27	1
ENSG00000234421	13	57315909	57314739	SLC25A5P4	1
ENSG00000254951	11	7905955	7754393	AC044810.2	-1
ENSG00000081800	7	123199986	123113531	SLC13A1	-1
ENSG00000254901	19	19192591	19176903	BORCS8	-1
ENSG00000079785	2	15631111	15591178	DDX1	1
ENSG00000253908	5	180258366	180257680	AC104115.2	1
ENSG00000229466	10	105819197	105808775	AL731574.1	-1
ENSG00000275612	11	7699393	7698951	AC104237.2	-1
ENSG00000183303	11	7796973	7795905	OR5P2	-1
ENSG00000078053	7	38631567	38383704	AMPH	-1
ENSG00000160325	9	133470848	133459965	CACFD1	1
ENSG00000072818	17	7351478	7336529	ACAP1	1
ENSG00000229775	10	106188722	106140264	AL353148.1	1
ENSG00000250479	22	23768443	23765834	CHCHD10	-1
ENSG00000183378	11	7706421	7689438	OVCH2	-1
ENSG00000019186	20	54173973	54153449	CYP24A1	-1
ENSG00000259968	5	73954014	73952940	AC093283.1	1
ENSG00000248474	5	74103216	74084068	LINC02122	-1
ENSG00000155666	16	27221768	27203495	KDM8	1
ENSG00000225214	2	152109202	152098328	AC079790.1	1
ENSG00000248942	5	74308325	74306410	LINC01335	-1
ENSG00000095303	9	122395703	122370530	PTGS1	1
ENSG00000259430	15	100437914	100372939	CERS3-AS1	1
ENSG00000283228	2	151973949	151802651	AC068547.1	-1
ENSG00000232794	X	64045058	64044305	HNRNPDP1	1
ENSG00000250446	5	74334766	74327995	LINC01332	-1
ENSG00000251041	5	74340152	74321631	AC106732.1	1
ENSG00000249343	5	74328297	74322486	LINC01333	1
ENSG00000258778	14	63735923	63734697	AL161670.2	1
ENSG00000182334	11	7830840	7824818	OR5P3	-1
ENSG00000258411	14	63762149	63762013	AL161670.1	1
ENSG00000271758	11	7882947	7704628	AC044810.3	-1
ENSG00000270912	14	63808732	63808546	RPS28P1	1
ENSG00000262251	17	7686371	7685260	AC087388.1	-1
ENSG00000225701	7	88449017	88448788	EIF4A1P13	-1
ENSG00000270812	7	88456191	88455309	AC002069.2	1
ENSG00000235639	7	88513187	88512029	AC002069.1	-1
ENSG00000228928	7	88566281	88564793	KPNA2P2	-1
ENSG00000231763	7	88610669	88610241	PQLC1P1	-1
ENSG00000237709	7	88640416	88639014	EEF1A1P28	1
ENSG00000227547	11	54668210	54667298	OR4A2P	1
ENSG00000279691	5	133052971	133052769	AC113410.3	1
ENSG00000231569	10	87408258	87408044	AL355334.1	-1
ENSG00000263270	CHR_HSCHR4_1_CTG6	34669432	34657606	AC093689.2	1
ENSG00000241003	8	94688610	94688228	AC108860.1	1
ENSG00000169592	16	30005793	29995294	INO80E	1
ENSG00000229499	CHR_HSCHR6_MHC_SSTO_CTG1	29810196	29810065	MICG	-1
ENSG00000256513	12	28825831	28821975	AC022081.1	-1
ENSG00000278687	12	28978685	28978584	AC024255.1	1
ENSG00000233447	2	94974838	94974544	AC103563.6	-1
ENSG00000260493	8	85177062	85172077	AC011773.4	-1
ENSG00000176473	14	100530303	100376418	WDR25	1
ENSG00000181195	8	56446734	56436674	PENK	-1
ENSG00000253541	8	56477987	56476826	SEPT10P1	-1
ENSG00000234565	7	149054173	149053961	COX6B1P1	1
ENSG00000261886	17	46923034	46916770	AC005670.1	-1
ENSG00000197694	9	128633662	128552558	SPTAN1	1
ENSG00000167186	16	19080095	19067599	COQ7	1
ENSG00000158955	17	46886730	46833201	WNT9B	1
ENSG00000229990	10	73847115	73841833	AC022400.2	1
ENSG00000155660	7	149028641	149003062	PDIA4	-1
ENSG00000119333	9	128656787	128633661	WDR34	-1
ENSG00000280758	9	128631685	128630328	AL356481.3	-1
ENSG00000160180	21	42315651	42311667	TFF3	-1
ENSG00000259205	15	100558954	100553529	PRKXP1	-1
ENSG00000277245	15	56447697	56447120	AC084782.3	1
ENSG00000223732	13	45083125	44982077	AL359706.1	-1
ENSG00000151849	13	24922889	24882284	CENPJ	-1
ENSG00000250379	15	41827936	41825099	AC020659.2	-1
ENSG00000273493	3	58330118	58329965	AC098479.1	1
ENSG00000255560	11	54657716	54657120	OR4R2P	-1
ENSG00000235097	13	44809630	44799503	LINC00330	-1
ENSG00000227695	10	99958381	99927010	DNMBP-AS1	1
ENSG00000230265	X	26558330	26557675	AC079178.1	1
ENSG00000264289	18	21914660	21914369	AC103987.3	-1
ENSG00000204420	6	31726714	31718594	MPIG6B	1
ENSG00000275546	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	54769262	54754663	KIR2DL2	1
ENSG00000276139	CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1	54752721	54738560	KIR2DS2	1
ENSG00000214770	14	64338599	64329431	AL161756.1	-1
ENSG00000281880	11	32002405	31812307	PAUPAR	1
ENSG00000231465	9	122475817	122471358	AL359636.2	1
ENSG00000276432	CHR_HSCHR17_7_CTG4	35930773	35918066	RDM1	-1
ENSG00000271218	6	53920788	53918974	AL033384.2	-1
ENSG00000232183	X	138627343	138627077	AL031386.1	1
ENSG00000270127	15	100550153	100547765	AC027020.2	-1
ENSG00000278362	CHR_HSCHR19LRC_COX2_CTG3_1	54586961	54576966	NCR1	1
ENSG00000283654	14	23104992	23099065	LMLN2	-1
ENSG00000152266	11	13496181	13492055	PTH	-1
ENSG00000251127	8	61765969	61759094	AC091173.1	-1
ENSG00000231679	CHR_HSCHR6_MHC_COX_CTG1	32457245	32444128	HLA-DRB3	-1
ENSG00000248923	5	134926459	134924648	MTND5P11	-1
ENSG00000132570	5	135007959	134904906	PCBD2	1
ENSG00000277332	8	142640648	142638596	AC108002.3	1
ENSG00000158352	X	50814302	50591647	SHROOM4	-1
ENSG00000188408	X	26218270	26216169	MAGEB5	1
ENSG00000251385	4	64608831	64607703	MTCYBP16	-1
ENSG00000227526	CHR_HSCHR6_MHC_COX_CTG1	32421718	32408020	HLA-DRB9	-1
ENSG00000152705	5	135011707	134967906	CATSPER3	1
ENSG00000260894	16	67542572	67542304	AC027682.3	-1
ENSG00000105708	19	19733097	19710471	ZNF14	-1
ENSG00000225585	13	21104371	21103003	IPPKP1	-1
ENSG00000227993	CHR_HSCHR6_MHC_COX_CTG1	32393254	32388087	HLA-DRA	1
ENSG00000233158	2	94912831	94912432	RPS24P6	1
ENSG00000237055	2	94900661	94899566	MTCO1P48	-1
ENSG00000259848	2	94947341	94867486	AC097374.1	-1
ENSG00000183628	22	18914238	18906028	DGCR6	1
ENSG00000283809	22	18947732	18906238	AC007326.4	1
ENSG00000270402	19	19710465	19708965	AC011458.1	1
ENSG00000278631	2	94862667	94861362	AC097374.2	1
ENSG00000273217	5	131796983	131425891	AC008695.1	-1
ENSG00000175265	15	34437466	34379068	GOLGA8A	-1
ENSG00000260639	15	34394931	34394594	AC025678.1	1
ENSG00000261081	15	34410594	34409625	AC025678.2	1
ENSG00000248515	4	19909692	19455436	AC024230.1	1
ENSG00000248238	4	19456994	19172335	LINC02438	-1
ENSG00000241612	4	19814231	19813749	AC114728.1	1
ENSG00000115468	2	232682781	232606057	EFHD1	1
ENSG00000108018	10	107164534	106573663	SORCS1	-1
ENSG00000102606	13	111305737	111114559	ARHGEF7	1
ENSG00000232238	2	148595328	148595158	RPS29P8	1
ENSG00000111424	12	47943048	47841537	VDR	-1
ENSG00000261172	16	90168225	90110574	AC133919.2	-1
ENSG00000174738	3	23980618	23945260	NR1D2	1
ENSG00000232241	20	17479431	17479085	DYNLT3P1	-1
ENSG00000271697	14	67735350	67735195	AL049779.3	1
ENSG00000254732	11	57793243	57742163	AP001931.1	1
ENSG00000240409	1	633741	633535	MTATP8P1	1
ENSG00000225807	7	100519926	100509717	AC069281.1	1
ENSG00000228327	1	778626	725885	AL669831.1	-1
ENSG00000143924	2	42332548	42169350	EML4	1
ENSG00000211450	11	57743554	57741250	SELENOH	1
ENSG00000224875	2	42170301	42143238	AC083949.1	-1
ENSG00000106868	9	112175408	112040785	SUSD1	-1
ENSG00000225513	9	112173971	112173522	AL158824.1	-1
ENSG00000120688	13	41084006	41061274	WBP4	1
ENSG00000180172	13	21094714	21094315	RPS12P23	-1
ENSG00000228519	X	25646327	25645722	AC097263.1	-1
ENSG00000256657	12	11196996	11196075	AC244131.1	-1
ENSG00000133961	14	73458617	73275107	NUMB	-1
ENSG00000243181	8	34874633	34874159	AC087343.1	1
ENSG00000229376	1	724903	722092	CICP3	1
ENSG00000236982	X	64727048	64726748	BLOC1S2P1	-1
ENSG00000280357	13	44432678	44432144	AL138960.2	1
ENSG00000120690	13	41061440	40932028	ELF1	-1
ENSG00000263707	17	12990610	12990149	AC005277.1	-1
ENSG00000225727	13	44452827	44437207	AL139184.1	1
ENSG00000265142	18	21831410	21825487	MIR133A1HG	-1
ENSG00000183981	X	138483695	138482745	MAGEA13P	1
ENSG00000250651	4	102898237	102896725	PABPC1P7	1
ENSG00000258928	14	51918571	51916145	AL358333.2	-1
ENSG00000204717	2	94806452	94795808	AC073464.1	-1
ENSG00000236703	6	135195995	135195083	MYB-AS1	-1
ENSG00000145354	4	102892807	102868974	CISD2	1
ENSG00000228267	CHR_HSCHR6_MHC_COX_CTG1	31983859	31969570	C4B	1
ENSG00000137478	11	73142261	72836745	FCHSD2	-1
ENSG00000153832	2	230013109	229922302	FBXO36	1
ENSG00000163145	4	15446166	15339818	C1QTNF7	1
ENSG00000226331	2	222044994	222044525	RPL23AP28	-1
ENSG00000197016	19	56588911	56567511	ZNF470	1
ENSG00000072121	14	67816590	67727374	ZFYVE26	-1
ENSG00000204463	6	31652705	31639028	BAG6	-1
ENSG00000148660	10	73874591	73812501	CAMK2G	-1
ENSG00000236342	CHR_HSCHR6_MHC_MCF_CTG1	30675633	30649829	ABCF1	1
ENSG00000224195	10	73814737	73813518	AC022400.1	1
ENSG00000244879	15	50372202	50354959	GABPB1-AS1	1
ENSG00000262635	CHR_HSCHR4_1_CTG12	155920406	155854738	TDO2	1
ENSG00000267144	19	44025262	44023604	AC067968.2	-1
ENSG00000233851	13	21018122	21005157	LATS2-AS1	1
ENSG00000152465	10	15168693	15102584	NMT2	-1
ENSG00000232324	19	53866140	53864763	AC008440.3	1
ENSG00000155329	5	133026604	132996985	ZCCHC10	-1
ENSG00000159882	19	44013926	44002948	ZNF230	1
ENSG00000006715	7	38932394	38722963	VPS41	-1
ENSG00000204444	6	31658210	31652416	APOM	1
ENSG00000217702	2	74135395	74130583	AC073263.1	1
ENSG00000100266	22	43015145	42835412	PACSIN2	-1
ENSG00000213621	13	20962195	20961310	RPSAP54	1
ENSG00000264954	17	63999899	63996071	PRR29-AS1	-1
ENSG00000278722	13	57633575	57632759	AL445288.1	-1
ENSG00000113319	5	81230156	80960672	RASGRF2	1
ENSG00000179820	19	53876437	53866223	MYADM	1
ENSG00000234363	13	20956443	20956179	PPIAP27	-1
ENSG00000039523	16	67546788	67518418	RIPOR1	1
ENSG00000282279	CHR_HSCHR17_2_CTG5	46047379	46046922	AC243658.1	1
ENSG00000255042	11	50298452	50279828	AC109635.4	-1
ENSG00000255500	11	50269273	50268161	AC109635.6	1
ENSG00000255199	11	50102898	50100892	GTF2IP11	-1
ENSG00000130957	9	94593793	94558720	FBP2	-1
ENSG00000270892	5	134863433	134863091	AC006077.1	-1
ENSG00000231995	9	62266919	62266319	AL590399.4	1
ENSG00000237383	2	94725935	94725674	CNN2P11	-1
ENSG00000277831	13	44369877	44369365	AL138960.1	-1
ENSG00000260352	16	18937043	18926863	AC092287.1	1
ENSG00000151465	10	12250589	12195965	CDC123	1
ENSG00000186082	11	35861498	35860249	KRT18P14	-1
ENSG00000248367	5	180295253	180293245	AC008610.1	1
ENSG00000061337	8	20303963	20246165	LZTS1	-1
ENSG00000273445	2	87478034	87477495	AC133644.2	-1
ENSG00000231838	9	62076349	62028426	CR769775.2	1
ENSG00000226011	Y	17825329	17809807	OFD1P1Y	1
ENSG00000284471	9	61986934	61982796	CR769775.4	1
ENSG00000264750	17	73643106	73641026	AC032019.1	1
ENSG00000231527	9	61976380	61972240	CR769775.1	1
ENSG00000166123	16	46931297	46884378	GPT2	1
ENSG00000281062	CHR_HSCHR3_9_CTG3	198108214	198106449	AC240720.1	1
ENSG00000281503	CHR_HSCHR3_9_CTG3	198117113	198116056	AC240720.2	1
ENSG00000281577	CHR_HSCHR3_9_CTG3	198119668	198117723	AC240720.3	-1
ENSG00000125551	2	87758793	87748087	PLGLB2	1
ENSG00000244005	20	35699359	35668055	NFS1	-1
ENSG00000253463	8	123123682	123123106	HMGB1P19	1
ENSG00000279677	13	51921587	51921251	AL162377.2	1
ENSG00000281496	CHR_HSCHR3_9_CTG3	198186438	198177148	AC073135.5	1
ENSG00000249526	5	139745010	139684645	AC008667.1	1
ENSG00000272897	20	35674544	35632340	AL109827.1	-1
ENSG00000254787	11	84800701	84720826	AP001825.1	1
ENSG00000255396	11	84997768	84997226	AP000857.1	-1
ENSG00000261725	16	46851254	46850999	AC007225.2	1
ENSG00000197329	2	64144454	64092652	PELI1	-1
ENSG00000270354	2	64208716	64208498	AC012368.3	-1
ENSG00000205678	4	64409468	64275257	TECRL	-1
ENSG00000125895	20	1185415	1180561	TMEM74B	-1
ENSG00000228079	2	64088246	64086353	AC012368.2	-1
ENSG00000276026	20	1118450	1117847	AL031665.2	-1
ENSG00000274269	20	1207036	1186092	AL031665.1	1
ENSG00000225121	6	63481876	63480134	EEF1B2P5	1
ENSG00000232658	2	193257757	193256483	AC092638.1	1
ENSG00000235521	Y	17789484	17788315	USP9YP27	-1
ENSG00000254033	8	34248946	34229294	AC087855.1	-1
ENSG00000149451	20	3682246	3667965	ADAM33	-1
ENSG00000156925	X	137577691	137566142	ZIC3	1
ENSG00000283692	X	137981763	137573752	Z96074.1	1
ENSG00000077238	16	27364778	27313668	IL4R	1
ENSG00000254302	8	34184895	34174886	AC087855.2	1
ENSG00000110324	11	118003037	117986348	IL10RA	1
ENSG00000238010	9	126641293	126640756	AL161908.2	1
ENSG00000262380	16	15684570	15683290	AC026401.2	1
ENSG00000231963	X	73084635	73080167	AL662864.1	1
ENSG00000279670	9	21893857	21892188	AL359922.3	1
ENSG00000184845	5	175444208	175440039	DRD1	-1
ENSG00000266446	9	21996013	21995482	AL449423.1	1
ENSG00000275923	20	55505215	55504906	AL160413.1	-1
ENSG00000101191	20	62937952	62877738	DIDO1	-1
ENSG00000185186	21	43479534	43462094	LINC00313	-1
ENSG00000224770	CHR_HSCHR6_MHC_COX_CTG1	32355327	32342174	BTNL2	-1
ENSG00000125818	20	1189415	1113263	PSMF1	1
ENSG00000274244	17	37650894	37649133	AC243585.1	1
ENSG00000229129	Y	17758125	17757001	ACTG1P2	-1
ENSG00000279756	16	23755939	23753689	AC012317.2	-1
ENSG00000136986	8	123042423	123013164	DERL1	-1
ENSG00000119004	2	203305611	203238940	CYP20A1	1
ENSG00000197461	7	520296	497258	PDGFA	-1
ENSG00000166869	16	23758951	23754627	CHP2	1
ENSG00000218048	6	63443580	63440766	AL121949.1	1
ENSG00000188660	21	43453893	43446601	LINC00319	1
ENSG00000229738	5	132988110	132987652	AC010240.1	-1
ENSG00000242958	8	28810418	28810103	AC040975.1	1
ENSG00000175899	12	9116229	9067664	A2M	-1
ENSG00000148110	9	94461042	94374551	MFSD14B	1
ENSG00000224765	X	137564387	137556191	AL035443.1	-1
ENSG00000099326	19	58573575	58561931	MZF1	-1
ENSG00000281477	2	87253750	87249095	LINC01955	-1
ENSG00000218617	6	63392606	63392222	AL121949.3	1
ENSG00000147889	9	21995301	21967753	CDKN2A	-1
ENSG00000264545	9	22032986	21802636	AL359922.1	1
ENSG00000275578	Y	17708185	17705968	AC007742.2	-1
ENSG00000171604	5	139683882	139647299	CXXC5	1
ENSG00000282886	9	94347563	94347234	AL691447.3	-1
ENSG00000259631	8	122985629	122977026	AC104316.2	-1
ENSG00000226353	Y	17629402	17628513	TAF9P1	1
ENSG00000234471	7	496118	484107	AC147651.3	-1
ENSG00000238191	Y	17625832	17621259	CLUHP1	-1
ENSG00000230663	Y	17579754	17552800	FAM224B	-1
ENSG00000224708	CHR_HSCHR6_MHC_COX_CTG1	31701215	31699739	LY6G6E	-1
ENSG00000241962	2	99322741	99141485	AC079447.1	1
ENSG00000144659	3	39397351	39383324	SLC25A38	1
ENSG00000213487	X	3368382	3367149	ASS1P4	1
ENSG00000088038	19	54155708	54137717	CNOT3	1
ENSG00000258849	14	51772086	51771789	OR7E159P	-1
ENSG00000215544	22	18858640	18855621	BCRP7	-1
ENSG00000204920	19	43998325	43967862	ZNF155	1
ENSG00000266921	19	44002836	43996896	AC006213.1	-1
ENSG00000185127	6	169704856	169702190	C6orf120	1
ENSG00000227704	6	169738992	169725504	AL354892.1	1
ENSG00000259111	14	51763114	51750560	AL079307.2	1
ENSG00000258423	14	51757988	51756996	OR7E105P	1
ENSG00000205420	12	52493257	52487174	KRT6A	-1
ENSG00000169026	4	689441	681829	SLC49A3	-1
ENSG00000171160	10	97633500	97614553	MORN4	-1
ENSG00000259915	2	186356773	186354570	AC017071.1	-1
ENSG00000067221	15	73994622	73978923	STOML1	-1
ENSG00000161149	22	21014292	21008193	TUBA3FP	-1
ENSG00000170465	12	52473785	52468516	KRT6C	-1
ENSG00000229298	9	21812347	21811621	TUBB8P1	-1
ENSG00000236760	2	3145780	3131581	AC019118.2	-1
ENSG00000233671	2	87222488	87221113	AC083899.2	-1
ENSG00000270049	16	67505063	67481314	AC009061.2	1
ENSG00000234949	2	237595981	237591020	AC104667.2	1
ENSG00000232962	CHR_HSCHR6_MHC_COX_CTG1	32931899	32926465	HLA-DOA	-1
ENSG00000224846	6	2999134	2989722	AL133351.1	-1
ENSG00000109758	4	3449495	3441887	HGFAC	1
ENSG00000127511	19	16880353	16829400	SIN3B	1
ENSG00000267515	18	12451042	12450447	AP001029.3	1
ENSG00000239989	22	18794804	18794414	AC008132.2	-1
ENSG00000239827	13	40921774	40882577	SUGT1P3	-1
ENSG00000176268	13	40863902	40863599	CYCSP34	-1
ENSG00000197421	22	18843399	18773665	GGT3P	-1
ENSG00000279181	2	73998548	73998337	AC110801.1	-1
ENSG00000179168	19	38388082	38384265	GGN	-1
ENSG00000249348	4	39594707	39528019	UGDH-AS1	1
ENSG00000115896	2	198572581	197804702	PLCL1	1
ENSG00000279137	9	126520773	126518840	AL356309.3	1
ENSG00000226078	9	126530343	126527618	AL356309.1	1
ENSG00000135902	2	232536667	232525993	CHRND	1
ENSG00000186407	17	74623738	74609887	CD300E	-1
ENSG00000231442	4	63351472	63350114	LARP1BP1	1
ENSG00000255991	12	39467345	39466442	AC121334.1	-1
ENSG00000180673	4	62818794	62816826	EXOC5P1	1
ENSG00000248336	4	62510771	62510469	HMGN1P11	1
ENSG00000258646	14	75008481	75004719	AL049780.1	-1
ENSG00000279594	14	75012851	75011269	AL049780.3	-1
ENSG00000248847	4	62490218	62489495	AC074087.1	-1
ENSG00000090661	19	8262421	8206736	CERS4	1
ENSG00000241344	4	62248770	62248294	RPL21P47	1
ENSG00000165887	10	97583884	97572499	ANKRD2	1
ENSG00000101407	20	38033468	37983007	TTI1	-1
ENSG00000279688	9	65894790	65878766	AQP7P3	1
ENSG00000235531	8	72118393	71828167	MSC-AS1	1
ENSG00000282816	22	29481113	29480220	AC000035.1	-1
ENSG00000237307	X	136985705	136976417	SRRM1P3	-1
ENSG00000232379	X	136948133	136947748	RPL22P23	-1
ENSG00000100285	22	29491390	29480230	NEFH	1
ENSG00000284130	22	21014217	21011384	AC002472.3	-1
ENSG00000128242	22	30574587	30554635	GAL3ST1	-1
ENSG00000254637	11	49918478	49917391	OR4A18P	-1
ENSG00000234893	CHR_HSCHR6_MHC_QBL_CTG1	30316632	30280294	HCG18	-1
ENSG00000253287	8	71792875	71779605	AC104012.1	-1
ENSG00000128250	22	29442455	29438583	RFPL1	1
ENSG00000226872	22	21043969	21031357	AC002472.1	1
ENSG00000278292	22	29435005	29432944	RFPL4AP6	1
ENSG00000272384	8	122780830	122779971	AC016405.3	-1
ENSG00000272043	8	122781071	122780760	AC016405.2	1
ENSG00000221909	7	99558536	99546308	FAM200A	-1
ENSG00000240211	7	100438504	100436204	AC092849.1	1
ENSG00000263443	8	122703423	122700269	AC100872.1	-1
ENSG00000169223	5	177351852	177331562	LMAN2	-1
ENSG00000259215	15	69461806	69458522	AC027237.2	-1
ENSG00000239393	5	177346426	177346073	AC146507.1	1
ENSG00000154822	3	17090594	16802651	PLCL2	1
ENSG00000187616	9	133528612	133514586	MYMK	-1
ENSG00000110344	11	118399211	118359585	UBE4A	1
ENSG00000265489	17	12790242	12760140	AC005358.2	-1
ENSG00000072958	19	16245907	16197578	AP1M1	1
ENSG00000256706	12	1922867	1917951	AC005342.2	1
ENSG00000272647	7	99607810	99558695	AC005020.2	1
ENSG00000185049	4	2041903	1982714	NELFA	-1
ENSG00000260494	16	30538231	30537202	AC002310.3	-1
ENSG00000273643	22	18653617	18650023	PPP1R26P2	-1
ENSG00000196313	7	72951440	72879365	POM121	1
ENSG00000223668	3	39359922	39358545	EEF1A1P24	1
ENSG00000052126	12	19376400	19129752	PLEKHA5	1
ENSG00000167283	11	118431496	118401154	ATP5MG	1
ENSG00000168542	2	189012746	188974320	COL3A1	1
ENSG00000275834	7	96306874	96306810	AC084368.1	1
ENSG00000269944	11	118416521	118415977	AP001267.4	1
ENSG00000275793	22	18611919	18605815	RIMBP3	-1
ENSG00000115568	2	218659655	218637916	ZNF142	-1
ENSG00000216859	6	62461503	62460940	DHFRP5	-1
ENSG00000254472	11	49915644	49915013	OR4A49P	-1
ENSG00000179934	3	39333511	39329706	CCR8	1
ENSG00000279262	19	18448802	18448275	AC010335.2	1
ENSG00000253924	8	52301942	52294455	AC103831.1	1
ENSG00000270367	3	39287920	39285985	AC092053.1	1
ENSG00000280036	15	41018843	41016990	AC020661.4	-1
ENSG00000261795	7	164972	161765	AC093627.7	-1
ENSG00000259521	15	41027893	41016807	INO80-AS1	1
ENSG00000264340	18	74562100	74561381	AC009704.1	-1
ENSG00000259463	15	41013300	41011597	AC020661.2	1
ENSG00000272843	7	72925125	72924418	AC211476.2	-1
ENSG00000204745	2	87196629	87125198	AC083899.1	1
ENSG00000229697	9	61911022	61898805	AL391987.3	-1
ENSG00000259904	15	34374603	34373541	ACTG1P15	-1
ENSG00000230395	2	87120980	87118534	AC092651.1	-1
ENSG00000223379	9	61887084	61868727	AL391987.2	1
ENSG00000232072	7	47049678	46890625	AC004870.4	-1
ENSG00000229192	7	47079128	47000620	AC004870.3	-1
ENSG00000245667	12	6544931	6543504	AC006064.1	1
ENSG00000124459	19	43935278	43912629	ZNF45	-1
ENSG00000267191	19	43926545	43902001	AC006213.3	1
ENSG00000254303	8	122127184	121954640	AC037486.1	-1
ENSG00000253814	8	122091609	122091480	MRPS36P3	1
ENSG00000240005	4	26860599	26859806	AC106047.1	-1
ENSG00000266931	2	87076060	87055658	AC092651.2	-1
ENSG00000119630	14	74955784	74941834	PGF	-1
ENSG00000007314	17	63972918	63938554	SCN4A	-1
ENSG00000235461	X	85219698	85210706	AC003001.1	1
ENSG00000206495	CHR_HSCHR6_MHC_QBL_CTG1	30333218	30315961	TRIM39	1
ENSG00000237412	2	232525716	232520463	PRSS56	1
ENSG00000105409	19	41997497	41966582	ATP1A3	-1
ENSG00000240859	7	155465	149597	AC093627.4	1
ENSG00000258400	14	49708792	49707667	AL591767.1	-1
ENSG00000254408	11	49899186	49898267	OR4A1P	-1
ENSG00000227261	X	64613262	64612632	YWHAZP7	-1
ENSG00000230889	X	64434145	64432401	SHC1P1	1
ENSG00000105404	19	41959390	41956681	RABAC1	-1
ENSG00000283446	X	85156444	85143427	Z99571.1	1
ENSG00000181690	8	56211324	56160904	PLAG1	-1
ENSG00000230961	CHR_HSCHR6_MHC_MANN_CTG1	31786880	31779445	MSH5	1
ENSG00000158411	2	99181058	99161427	MITD1	-1
ENSG00000278574	CHR_HSCHR17_7_CTG4	36499682	36487001	ZNHIT3	1
ENSG00000283356	1	5554881	5554747	Z97988.1	1
ENSG00000277177	CHR_HSCHR19LRC_PGF2_CTG3_1	54243483	54216894	LILRA6	-1
ENSG00000284692	1	5493057	5478736	Z98259.3	-1
ENSG00000233351	6	129481410	129479615	AL356124.2	-1
ENSG00000260972	1	5494674	5492978	Z98259.1	1
ENSG00000284666	1	5482028	5480787	Z98259.2	-1
ENSG00000284674	1	4981568	4973381	BX005132.1	1
ENSG00000284739	1	4973298	4963954	BX005132.2	-1
ENSG00000242156	22	29423193	29419155	AC000041.1	-1
ENSG00000156006	8	18401218	18391245	NAT2	1
ENSG00000274602	22	18577968	18533646	PI4KAP1	-1
ENSG00000260224	16	11968743	11968508	UBL5P4	-1
ENSG00000112232	6	62286227	61679960	KHDRBS2	-1
ENSG00000269929	9	94177892	94176458	AL158152.1	1
ENSG00000115514	2	99340702	99318982	TXNDC9	-1
ENSG00000279955	9	65877274	65865190	AC129778.1	-1
ENSG00000274844	6	60826533	60826185	AL512427.1	-1
ENSG00000259617	15	41004865	40999274	AC020661.3	1
ENSG00000234838	5	66572546	66572057	PPIAP78	1
ENSG00000250313	5	66511604	66507544	LINC02229	-1
ENSG00000144182	2	99163157	99154955	LIPT1	1
ENSG00000234362	2	41933723	41931599	LINC01914	-1
ENSG00000231748	10	69268148	69265342	AL596223.2	-1
ENSG00000253551	8	52199580	52194362	AC021915.1	1
ENSG00000253655	8	84980547	84980073	IGJP1	-1
ENSG00000167619	19	42325062	42313325	TMEM145	1
ENSG00000130725	19	58558960	58555712	UBE2M	-1
ENSG00000261522	2	94587183	94575976	AL845331.3	-1
ENSG00000150672	11	85627922	83455012	DLG2	-1
ENSG00000240174	11	84640565	84639993	AP000852.1	1
ENSG00000254713	11	84546846	84545131	HNRNPA1P72	-1
ENSG00000262082	CHR_HSCHR12_1_CTG2_1	57984761	57983795	AC084033.4	-1
ENSG00000274717	22	42794313	42791814	AL049757.1	-1
ENSG00000247934	12	28190738	28163298	AC022364.1	-1
ENSG00000229608	22	42787100	42784462	GOLGA2P4	1
ENSG00000211456	3	45745424	45689056	SACM1L	1
ENSG00000273989	12	28236828	28236227	AC022079.1	1
ENSG00000254935	11	122619274	122618851	AP002469.1	1
ENSG00000131725	X	118449961	118346073	WDR44	1
ENSG00000256713	11	61251448	61241042	PGA5	1
ENSG00000279807	19	11208702	11208195	AC011472.5	1
ENSG00000282498	CHR_HSCHR17_7_CTG4	35885863	35868967	AC015849.12	1
ENSG00000128789	18	12725740	12658043	PSMG2	1
ENSG00000219061	11	49839320	49833140	TRIM51FP	-1
ENSG00000281901	CHR_HSCHR3_8_CTG3	195651472	195650146	AC233280.18	-1
ENSG00000137491	11	75206549	75100563	SLCO2B1	1
ENSG00000230756	2	130213490	130212870	RHOQP3	-1
ENSG00000227632	2	130212628	130202312	AC018804.1	1
ENSG00000232294	20	52690929	52671917	AL031674.1	1
ENSG00000067606	1	2185395	2050470	PRKCZ	1
ENSG00000264196	17	72839718	72839039	AC011120.1	1
ENSG00000266501	17	73068288	73067870	AC025198.1	-1
ENSG00000270706	5	177266588	177265580	PRMT1P1	-1
ENSG00000256504	12	27708365	27704568	AC009509.2	1
ENSG00000141446	18	21600884	21529281	ESCO1	-1
ENSG00000281111	CHR_HSCHR11_2_CTG1_1	1660576	1659817	AC130310.1	-1
ENSG00000150776	11	112085150	112074086	NKAPD1	1
ENSG00000233241	CHR_HSCHR6_MHC_COX_CTG1	29898411	29898045	DDX39BP1	1
